1143947719,8006819
1601418561,42132411
168387,1099573025
471240576,31166269
221873759,452881772
18621078,39025232
252109098,1216849
3,852896
176509042,272451104
298558549,9607650
1036222646,104846982
9125775,31166269
307111500,352746989
366270867,31166269
12625476,3583201
196831933,373719104
31994079,1216849
13936326,1487862517
495640818,17015232
263149319,245102950
245655133,145879449
268298138,3278337
1990269391,187408880
553998632,1159506754
145879449,221873759
510285924,922756081
958208,2429957
225775,20811
7750628,31166269
1321069691,7750628
43878587,25647505
281492205,24936311
261263286,424656323
187783639,176210805
3583201,48489398
1876451,1340802
579160676,49855122
22465054,9125775
24000064,7750628
14007383,145879449
104850040,205752983
218875353,1340802
266654387,1099573025
1712394431,31166269
53948922,11937016
20272441,7750628
502732566,201532315
25076703,1397667967
246541429,311088518
196466280,10986089
43770307,33901829
6035695,2429957
1755586,217666467
1036222646,104846982
29771634,29429760
54326610,3457161
1552785254,5702799
20272441,7750628
104846982,1036222646
239771838,7006605
217666467,904735218
205752983,31166269
1080258913,261263286
1939728,20811
246675066,176210805
27320150,424656323
378588034,340175337
298110629,41580294
226079038,5469148
23854487,31166269
189044821,1498251184
30880489,31122504
7167400,237139438
287469883,22105754
1430033993,17015232
1162502534,354688882
270458473,282784176
499594274,31166269
199558,322978108
240005572,3583201
680124062,1376408870
286309749,227323308
233541951,31122504
470786054,31166269
247270471,486017419
31044409,31166269
16403859,231845045
187507825,31166269
1446336226,212236401
531320433,2056883869
4229131,31166269
527424889,300868400
370313920,213920321
230873402,17015232
57369,3486264
200315834,1216849
32454532,218875353
15239982,759694313
452881772,221873759
229031268,199558
248055141,207115603
230117297,405272458
144564691,1216849
29429760,31166269
602952987,48489398
301361865,31166269
363997562,31166269
213419906,21723304
226079038,5469148
1451444767,31166269
378588034,340175337
3583201,48489398
265598383,254307695
6202143,1216849
1626697,20811
232563216,405272458
10986089,1216849
300868400,506570320
45888914,7750628
539970904,208473194
1469137892,1402755526
1397667967,192483804
16563879,49388347
1153742941,40252773
405272458,504461795
502823599,32566036
28185785,31166269
22116589,284664178
41580294,904735218
259372095,286927498
39623193,184976081
352766591,1307222816
293477876,221873759
7750628,31166269
186418667,32051849
49388347,958208
680124062,1376408870
267316201,31166269
5100202,4809211
352216189,313507461
1216849,210250823
47730333,7750628
1552785254,5702799
17015232,20438057
3718363,49388347
294143370,31166269
32566036,506485849
44132338,14007383
18960501,5469148
271697127,6202143
1485458839,229031268
217238214,14954785
263140581,17015232
317766548,31166269
467937871,1552785254
1349269043,31166269
207115603,22600662
206831413,735468625
1397667967,192483804
26983109,20438057
17891018,6120909
405272458,504461795
1216849,210250823
477261768,750258457
276463616,8488463
1814005824,563934808
31882141,184976081
189872152,43366588
1344573618,31166269
9125775,31166269
245081170,471567628
45057992,20327457
1752666740,17015232
270458473,282784176
25660025,342271220
1552785254,5702799
208542630,197359977
2070476,31166269
1932135334,31166269
1609192680,31166269
1698373997,362581243
17357233,1690902855
3457161,20438057
2334477262,516700336
471567628,3278337
208061507,7750628
1828457,5618451
785355025,1462010558
175022025,230209782
1712394431,31166269
1712394431,31166269
20327457,221873759
386113817,446623819
1099573025,924041395
1392389502,198666404
54261989,1932135334
178615658,31166269
237139438,51612933
1537144445,1487862517
31044409,31166269
1528701989,30918663
776918881,855200749
284664178,22116589
470786054,31166269
2029357017,2334477262
33901829,31166269
180751979,207115603
32566036,506485849
259267180,1542372361
21489304,11432088
321966984,16106883
676104055,43777133
51093641,221873759
31313904,904735218
194400117,734316544
11217691,215428487
233112935,266095012
16256266,39586866
855200749,471567628
40603783,424656323
1932135334,31166269
25076703,1397667967
4461520,186827193
1501641089,7750628
33700453,31166269
43770307,33901829
195578952,213920321
28889851,1812257
44132338,14007383
195578952,213920321
505593492,49305144
1586901057,22766879
201585066,1537144445
1257721482,3486264
1607812,405272458
28219681,924041395
197053228,31166269
616461211,32569179
